ISIN Div Payout/ ISIN Growth	Net Asset Value
INF0J8L01099	11.23
INF0J8L01107	11.23
	
	
	
INF663L01FO3	18.09
INF663L01FN5	31.09
INF663L01FR6	17.52
INF663L01FQ8	27.93
	
	
	
INF879O01100	24.6754
INF879O01092	23.4252
	
	
	
INF966L01986	307.2767
INF966L01135	280.0537
INF966L01960	40.9609
INF966L01119	38.894
	
	
	
INF082J01069	94.73
INF082J01077	94.73
INF082J01366	92.22
INF082J01374	92.22
	
	
	
INF0K1H01065	12.15
INF0K1H01057	12.01
	
	
	
INF200K01UK3	78.5609
INF200K01UM9	317.1695
INF200K01479	60.2364
INF200K01495	297.1119
	
	
	
INF680P01158	18.9175
INF680P01166	18.8214
INF680P01133	17.3544
INF680P01141	17.3441
	
	
	
INF903J01NN3	185.3913
INF903J01NL7	17.3655
INF903J01538	176.7887
INF903J01512	14.4379
INF173K01HZ7	417.2912
INF173K01NN1	416.8883
INF173K01361	394.2553
INF173K01NM3	366.6112
	
	
	
INF277K01I94	177.4754
INF277K01I60	82.4568
INF277K01I86	38.0921
INF277K01I52	33.9655
	
	
	
INF044D01CG6	151.65
INF044D01CH4	69.89
INF044D01AC9	140.71
INF044D01997	65.92
	
	
	
INF582M01765	53.38
INF582M01781	53.38
INF582M01302	49.97
INF582M01328	27.94
	
	
	
INF789F01TF7	178.6242
INF789F01547	162.5625
INF789F01TD2	42.0952
INF789F01521	31.0561
	
	
	
INF03VN01621	12.266
INF03VN01639	12.266
INF03VN01647	12.055
INF03VN01654	12.055
	
	
	
	
	
INF579M01AS1	10.6699
INF579M01AT9	10.6699
INF579M01AP7	10.6345
INF579M01AQ5	10.6345
	
	
	
INF209K01XX1	1461.93
INF209K01AJ8	1327.58
INF209KA1LE0	195.43
INF209K01AQ3	140.43
	
	
	
INF846K01B28	21.49
INF846K01B02	14.85
INF846K01B51	19.83
INF846K01B36	13.84
	
	
	
INF0QA701383	10.112
INF0QA701342	10.125
INF0QA701359	10.125
INF0QA701409	10.112
	
	
	
INF194K01391	156.873
INF194K01409	43.338
INF194K01W62	169.277
INF194K01W70	46.614
	
	
	
INF761K01FF5	25.15
INF761K01FE8	21.50
INF761K01FI9	23.86
INF761K01FH1	21.68
	
	
	
INF251K01QZ2	11.8834
INF251K01RA3	11.8834
INF251K01QW9	11.6532
INF251K01QX7	11.6532
	
	
	
INF760K01EF0	279.6400
INF760K01ED5	77.3000
INF760K01019	254.6400
INF760K01027	51.9300
	
	
	
INF740K01PI2	84.415
INF740K01PJ0	79.983
INF740K01037	77.375
INF740K01011	56.520
	
	
	
INF843K01KK1	30.535
INF843K01KL9	25.069
INF843K01KO3	22.299
INF843K01KN5	27.158
	
	
	
INF090I01FK3	1308.1894
INF090I01FL1	61.9292
INF090I01239	1191.6973
INF090I01213	54.9676
	
	
	
INF179K01UT0	1476.051
INF179K01608	1366.606
INF179K01VL5	75.841
INF179K01582	65.679
	
	
	
INF336L01DH5	171.0150
INF336L01DF9	37.2728
INF336L01AF5	155.4555
INF336L01AE8	38.1921
	
	
	
INF109KC1R14	13.97
INF109KC1R22	13.97
INF109KC1Q80	13.55
INF109KC1Q98	13.55
	
	
	
INF205KA1494	12.78
INF205KA1486	12.79
INF205KA1460	12.43
INF205KA1452	12.43
	
	
	
INF00XX01CO7	12.6555
INF00XX01CP4	12.6555
INF00XX01CL3	12.5081
INF00XX01CM1	12.5081
	
	
	
INF192K01CC7	76.1692
INF192K01CA1	69.2340
INF192K01635	68.6932
INF192K01619	52.9334
	
	
	
INF174K01336	62.82
INF174K01LS2	69.668
INF174K01351	37.934
INF174K01LQ6	42.547
	
	
	
INF767K01EG3	85.2097
INF767K01EF5	28.6909
INF767K01071	78.6793
INF767K01063	24.8282
	
	
	
INF174V01AS2	13.0437
INF174V01AU8	13.0437
INF174V01AP8	12.5178
INF174V01AR4	12.5178
	
	
	
INF769K01JI4	12.138
INF769K01JJ2	12.139
INF769K01JG8	12.030
INF769K01JF0	12.034
	
	
	
INF247L01528	26.4228
INF247L01502	43.3503
INF247L01494	25.8355
INF247L01478	39.7341
	
	
	
INF959L01DT9	21.257
INF959L01EC3	21.1034
INF959L01EA7	21.104
INF959L01DW3	21.1007
INF959L01DU7	21.0772
INF959L01DY9	21.1194
INF959L01EE9	19.1423
INF959L01EN0	19.1425
INF959L01EL4	19.1448
INF959L01EH2	19.1495
INF959L01EF6	19.145
INF959L01EJ8	19.1445
	
	
	
INF204KC1121	13.2749
INF204KC1139	13.2749
INF204KC1097	12.8553
INF204KC1105	12.8553
	
	
	
INF0J8L01156	10.19
INF0J8L01164	10.19
INF0J8L01131	10.18
INF0J8L01149	10.18
	
	
	
INF663L01FG9	20.17
INF663L01FF1	32.53
INF663L01FK1	18.31
INF663L01FJ3	28.54
	
	
	
INF879O01027	63.8768
INF879O01019	59.3769
	
	
	
INF966L01457	72.4999
INF966L01911	78.8733
INF966L01895	53.6547
INF966L01432	51.8196
	
	
	
INF0K1H01024	11.28
INF0K1H01016	11.00
	
	
	
INF200K01UG1	96.3246
INF200K01UE6	48.1460
INF200K01230	39.2119
INF200K01222	87.5703
	
	
	
INF680P01109	18.0350
INF680P01117	17.9148
INF680P01075	16.4796
INF680P01083	16.4720
	
	
	
INF903JA1LE2	11.7738
INF903JA1LF9	11.7737
-	11.7737
INF903JA1LB8	11.5577
INF903JA1LC6	11.5577
-	11.5577
	
	
	
INF277K017K6	19.7721
INF277K019K2	18.2302
-	19.7721
INF277K011L7	18.2302
-	18.2302
INF277K015K0	19.7721
	
	
	
INF044D01BV7	93.27
INF044D01BU9	184.85
INF044D01989	177.88
INF044D01955	86.32
	
	
	
INF582M01633	42.98
INF582M01658	37.55
INF582M01104	39.42
INF582M01120	24.90
	
	
	
INF789F01513	261.8562
INF789F01TC4	277.3199
INF789F01TA8	184.5519
INF189A01053	173.1227
	
	
	
INF03VN01555	12.701
INF03VN01530	12.701
INF03VN01522	12.472
INF03VN01506	12.472
	
	
	
	
	
INF579M01910	39.9678
INF579M01886	32.0807
INF579M01878	36.2593
INF579M01902	40.3795
	
	
	
INF209K01WE3	116.7039
INF209K01Q71	47.6998
INF209K01462	105.4072
INF209K01454	20.6041
	
	
	
INF846K01CQ8	48.83
INF846K01CO3	32.32
INF846K01CH7	43.04
INF846K01CI5	18.50
	
	
	
INF194K01466	61.195
INF194K01474	16.163
INF194K01W21	70.366
INF194K01W39	27.837
	
	
	
INF251K01PN0	18.9856
INF251K01PO8	16.3476
INF251K01PL4	14.9632
INF251K01PK6	17.3295
	
	
	
INF760K01JQ6	14.9800
INF760K01JS2	14.2400
INF760K01JT0	14.4100
INF760K01JV6	13.6400
	
	
	
INF740K01OB0	43.372
INF740K01OC8	35.889
INF740K01532	39.595
INF740K01540	18.793
	
	
	
INF754K01OP1	12.343
INF754K01OQ9	12.343
INF754K01OL0	12.103
INF754K01OM8	12.102
	
	
	
INF090I01IW2	90.7698
INF090I01IU6	37.4450
INF090I01981	81.7724
INF090I01965	32.0138
	
	
	
INF179K01VK7	174.994
INF179K01574	157.574
INF179K01VI1	25.87
INF179K01558	21.158
	
	
	
INF336L01PB2	19.6533
INF336L01PC0	17.4389
INF336L01PE6	18.7201
INF336L01PF3	15.5859
	
	
	
INF109K018N2	68.95
INF109K016N6	43.38
INF109K01BZ4	61.46
INF109K01FM3	21.40
	
	
	
INF205KA1213	17.95
INF205KA1205	16.2
INF205KA1189	17.1
INF205KA1171	15.38
	
	
	
INF00XX01CS8	10.5886
INF00XX01CT6	10.5886
INF00XX01CV2	10.5360
INF00XX01CW0	10.5360
	
	
	
INF192K01BW7	16.9934
INF192K01BU1	16.6541
INF192K01577	14.9457
INF192K01551	14.9451
	
	
	
INF174KA1EN7	20.164
INF174KA1EK3	18.814
INF174KA1EM9	18.814
INF174KA1EP2	20.165
	
	
	
INF397L01KA7	18.8666
INF397L01JX1	18.8669
INF397L01KE9	17.4712
INF397L01KB5	17.471
	
	
	
INF174V01AI3	16.4330
INF174V01AG7	20.2219
INF174V01AD4	19.0780
INF174V01AF9	15.4071
	
	
	
INF769K01ET2	22.387
INF769K01EU0	22.392
INF769K01ER6	21.035
INF769K01ES4	21.031
	
	
	
INF247L01189	42.6722
INF247L01155	37.2753
INF247L01205	21.6812
INF247L01171	19.0158
	
	
	
INF204K01F79	43.0924
INF204K01F95	103.6535
INF204K01GF4	32.4866
INF204K01GE7	95.4051
	
	
	
INF966L01374	66.248
INF966L01853	71.4753
INF966L01838	41.7869
INF966L01358	49.2502
	
	
	
INF200K01RH5	72.1793
INF200K01RJ1	296.1898
INF200K01388	48.9941
INF200K01370	267.8625
	
	
	
INF173K01EK6	138.4980
INF173K01EM2	40.7708
INF173K01189	127.3960
INF173K01197	38.1973
	
	
	
INF277K019X5	19.0901
-	19.0901
INF277K012Y8	17.8427
-	17.8427
INF277K017X9	19.0901
INF277K010Y2	17.8427
	
	
	
INF582M01FS4	21.36
INF582M01FU0	21.36
INF582M01FW6	20.56
INF582M01FY2	20.56
	
	
	
INF789F1AVA3	12.5075
INF789F1AVB1	12.5072
INF789F1AUY5	12.0734
INF789F1AUZ2	12.0734
	
	
	
	
	
INF209K01VH8	775.46
INF209K01165	707.59
INF209K01VG0	178.35
INF209K01157	117.78
	
	
	
INF846K01J46	25.37
INF846K01J53	21.50
INF846K01J79	23.50
INF846K01J87	17.32
	
	
	
INF194K01524	89.367
INF194K01532	22.562
INF194K01V89	101.964
INF194K01V97	28.958
	
	
	
INF761K01116	23.92
INF761K01678	20.56
INF761K01629	38.20
INF761K01652	73.93
INF761K01645	20.25
INF761K01041	71.31
INF761K01017	71.31
INF761K01058	20.12
INF761K01025	19.97
INF761K01108	65.71
INF761K01082	19.61
INF761K01074	65.69
	
	
	
INF955L01JU2	20.3828
INF955L01JV0	18.7446
INF955L01JR8	19.4209
INF955L01JS6	16.7926
	
	
	
INF760K01EI4	208.1500
INF760K01EG8	104.4500
INF760K01167	185.2700
INF760K01175	69.9700
	
	
	
INF740K01PL6	475.911
INF740K01PM4	91.532
INF740K01094	434.004
INF740K01078	32.718
	
	
	
INF843K01AL0	72.068
INF843K01047	62.9
INF843K01AM8	27.954
INF843K01054	23.99
	
	
	
INF090I01IN1	152.4152
INF090I01IL5	21.4477
INF090I01205	140.5564
INF090I01189	19.0207
	
	
	
INF179KA1RT1	246.872
INF179KA1RQ7	255.739
INF179KA1RU9	31.015
INF179KA1RR5	38.785
	
	
	
INF336L01NV5	20.2178
INF336L01NW3	18.5286
INF336L01NY9	18.8539
INF336L01NZ6	17.2137
	
	
	
INF109K011O5	761.86
INF109K019N0	41.69
INF109K01431	693.14
INF109K01EQ7	26.49
	
	
	
INF205K01MA0	71.46
INF205K01LY2	35.91
INF205K01247	61.66
INF205K01262	30.54
	
	
	
INF174K01187	247.654
INF174K01LF9	278.698
INF174K01203	43.206
INF174K01LG7	49.179
	
	
	
INF767K01NE9	30.7524
INF767K01ND1	24.4026
INF767K01NB5	27.3813
INF767K01NA7	22.1694
	
	
	
INF174V01960	18.9936
INF174V01945	22.2045
INF174V01911	20.7275
INF174V01937	17.5774
	
	
	
INF769K01BI1	127.001
INF769K01101	114.794
INF769K01BJ9	69.503
INF769K01127	41.181
	
	
	
INF247L01999	22.5408
INF247L01965	21.1533
INF247L01AB3	19.5250
INF247L01981	18.5771
	
	
	
INF959L01CR5	32.9155
INF959L01CP9	32.9454
INF959L01CI4	33.0269
INF959L01CV7	29.7713
INF959L01CT1	28.9536
INF959L01CL8	28.9432
INF959L01CH6	33.4292
INF959L01CK0	28.9464
	
	
	
INF204K01F04	60.0796
INF204K01E96	182.3122
INF204K01F20	1075.3108
INF204K01372	54.3158
INF204K01331	258.7308
INF204K01398	170.1046
INF204K01406	1009.9695
	
	
	
INF966L01424	85.2728
INF966L01655	85.2728
INF966L01341	85.1944
INF966L01648	91.0934
INF966L01622	42.4261
INF966L01325	51.92
	
	
	
INF200K01UH9	257.8766
INF200K01289	209.3962
INF200K01UJ5	494.7481
INF200K01305	463.4935
	
	
	
INF903J01PP3	30.3472
INF903J01PR9	70.5065
INF903J01DT1	63.9211
INF903J01DU9	26.9333
	
	
	
INF277K01MK8	463.1475
INF277K01MI2	90.7482
INF277K01DH3	66.8193
INF277K01428	414.5319
	
	
	
INF582M01GA0	20.54
INF582M01GC6	20.54
INF582M01GD4	19.66
INF582M01GG7	19.66
	
	
	
INF789F01UG3	132.1104
INF789F01869	125.3152
INF789F01UE8	64.9202
INF189A01046	61.0479
	
	
	
	
	
INF209K01YY7	439.19
INF209K01YX9	87.11
INF209K01BR9	402.3
INF209K01BO6	36.92
	
	
	
INF846K01DP8	53.75
INF846K01DN3	23.05
INF846K01164	47.51
INF846K01172	17.28
	
	
	
INF194K01516	56.484
INF194K01490	19.214
INF194K01Z44	63.495
INF194K01Z51	24.669
	
	
	
INF761K01FL3	12.50
INF761K01FK5	12.49
INF761K01FO7	12.15
INF761K01FN9	12.15
	
	
	
INF251K01HN7	186.2975
INF251K01HL1	24.8415
INF251K01910	21.1270
INF251K01894	165.0277
	
	
	
INF760K01FR2	53.6800
INF760K01FP6	43.2700
INF760K01AR3	47.4800
INF760K01AS1	24.2600
	
	
	
INF740K01PR3	370.612
INF740K01PS1	25.621
INF740K01243	344.354
INF740K01227	22.705
	
	
	
INF754K01BT0	32.93
INF754K01BW4	72.59
INF754K01053	66.21
INF754K01095	52.78
INF754K01046	65.04
INF754K01012	24.85
INF754K01087	65.44
INF754K01129	64.58
	
	
	
INF090I01FO5	49.7548
INF090I01155	43.5028
INF090I01FN7	856.6285
INF090I01171	785.0315
	
	
	
INF666M01600	38.46
INF666M01162	32.9
INF666M01626	22.29
INF666M01CQ6	21.64
INF666M01CM5	17.19
INF666M01CO1	21.47
INF666M01188	18.54
INF666M01CW4	19.75
INF666M01CS2	18.95
INF666M01CU8	19.64
	
	
	
INF179K01YV8	944.788
INF179K01BE2	883.132
INF179K01YT2	61.415
INF179K01BC6	54.123
	
	
	
INF336L01CM7	402.0732
INF336L01CK1	40.1629
INF336L01016	368.1995
INF336L01024	42.8101
	
	
	
INF109K016L0	87.58
INF109K014L5	50.50
INF109K01BL4	80.59
INF109K01EP9	27.97
INF109K01BN0	37.59
	
	
	
INF205K01LB0	59.44
INF205K01KZ1	31.35
INF205K01304	50.8
INF205K01320	26.14
	
	
	
INF00XX01804	14.5741
INF00XX01812	14.5741
INF00XX01770	13.7359
INF00XX01788	13.7359
	
	
	
INF192K01JU4	54.2883
INF192K01BZ0	131.7928
INF192K01JR0	53.9097
INF192K01BX5	52.9141
INF192K01JJ7	53.7971
INF192K01JN9	54.2981
INF192K01JS8	23.5889
INF192K01601	118.1654
INF192K01JP4	19.3715
INF192K01585	22.9393
INF192K01JH1	18.3611
INF192K01JL3	26.6673
	
	
	
INF174K01153	434.976
INF174K01KW6	489.885
INF174K01KY2	64.789
INF174K01179	56.148
	
	
	
INF767K01EJ7	49.0801
INF767K01EI9	30.9124
INF767K01105	44.093
INF767K01097	26.6295
	
	
	
INF174V01747	16.5971
INF174V01721	19.6093
INF174V01697	18.0196
INF174V01713	15.0735
	
	
	
INF769K01AX2	99.519
INF769K01010	89.879
INF769K01AY0	61.292
INF769K01036	27.132
	
	
	
INF204K01562	66.9193
INF204K01XG7	34.4254
INF204K01D30	73.4681
INF204K01XI3	73.4681
INF204K01539	23.6802
INF204K01554	66.9193
INF204K01513	34.1366
	
	
	
INF223J01895	22.38
INF223J01MM0	24.02
INF663L01GS2	27.35
INF663L01GR4	320.5
INF663L01GU8	19.69
INF663L01GW4	277.77
INF223J01267	34.74
INF223J01242	11.63
	
	
	
INF966L01AT0	11.4793
INF966L01AW4	11.2565
INF966L01AU8	11.4826
INF966L01AX2	11.2547
	
	
	
INF200K01QV8	51.7346
INF200K01164	41.4588
INF200K01QX4	79.7149
INF200K01180	72.8776
	
	
	
INF903JA1JE6	15.9664
INF903JA1JA4	15.2114
INF903JA1JD8	15.9664
INF903JA1JB2	15.2114
INF903JA1JC0	18.1469
INF903JA1IZ3	17.3042
	
	
	
INF277K01QZ7	436.2465
INF277K01931	387.1264
INF277K01QX2	99.1143
INF277K01EG3	84.3506
	
	
	
INF044D01BX3	125.79
INF044D01BY1	55.41
INF044D01773	119.18
INF044D01740	52.21
	
	
	
INF582M01CU7	19.82
INF582M01CV5	19.82
INF582M01CQ5	18.96
INF582M01CR3	18.96
	
	
	
INF789F01976	218.9427
INF789F01US8	236.2588
INF789F01UQ2	53.7152
INF189A01038	46.6789
	
	
	
INF03VN01696	10.928
INF03VN01704	10.928
INF03VN01662	10.780
INF03VN01670	10.780
	
	
	
	
	
INF209K01Q30	626.38
INF209K01Q22	76.5
INF209K01355	45.53
INF209K01363	571.01
	
	
	
INF846K01EH3	90.41
INF846K01EF7	45.32
INF846K01859	79.29
INF846K01867	34.99
	
	
	
INF194KB1DJ2	12.323
INF194KB1DM6	12.098
INF194KB1DK0	12.318
INF194KB1DN4	12.099
	
	
	
INF761K01DM6	29.72
INF761K01DN4	24.27
INF761K01DP9	27.87
INF761K01DQ7	23.62
	
	
	
INF251K01HQ0	84.1038
INF251K01HO5	60.9467
INF251K01AW3	72.5617
INF251K01AX1	49.5113
	
	
	
INF760K01KI1	12.0300
INF760K01KK7	12.0400
INF760K01KL5	11.8800
INF760K01KN1	11.8800
	
	
	
INF740K01PX1	116.460
INF740K01PY9	59.648
INF740K01128	106.544
INF740K01102	26.056
	
	
	
INF843K01AO4	72.401
INF843K01AP1	52.792
INF843K01013	63.575
INF843K01021	36.654
	
	
	
INF090I01FH9	2055.6426
INF090I01FI7	87.8875
INF090I01726	74.2869
INF090I01809	1855.6380
	
	
	
INF179K01XQ0	143.599
INF179K01CR2	131.948
INF179K01XO5	62.214
INF179K01CS0	44.419
	
	
	
INF917K01FZ1	282.8240
INF917K01E78	63.3162
INF917K01254	255.1547
INF917K01239	57.0485
	
	
	
INF205K01MV6	127.72
INF205K01MT0	51.65
INF205K01BC9	108.71
INF205K01BD7	41.11
	
	
	
INF00XX01929	14.8868
INF00XX01937	14.8868
INF00XX01895	14.0772
INF00XX01903	14.0772
	
	
	
INF192K01MV6	13.3708
INF192K01MW4	13.3708
INF192K01MS2	13.1557
INF192K01MT0	13.1557
	
	
	
INF174K01DS9	91.633
INF174K01LT0	104.008
INF174K01DU5	50.328
INF174K01LU8	61.967
	
	
	
INF397L01JK8	22.2742
INF397L01JH4	20.9441
INF397L01JO0	20.2925
INF397L01JL6	19.045
	
	
	
INF174V01523	21.8359
INF174V01507	25.2771
INF174V01473	22.9404
INF174V01499	19.5594
	
	
	
INF769K01EY2	26.618
INF769K01EZ9	23.769
INF769K01EX4	22.277
INF769K01FA9	28.222
	
	
	
INF247L01460	35.7600
INF247L01445	71.5418
INF247L01437	33.2161
INF247L01411	63.6607
	
	
	
INF204K01E39	143.8821
INF204K01E21	498.3971
INF204K01E54	2999.9688
INF204K01299	96.0788
INF204K01257	966.7027
INF204K01315	462.7298
INF204K01323	2779.6687
	
	
	
INF663L01DW1	46.31
INF663L01DV3	55.87
INF663L01EA5	23.22
INF663L01DZ4	49.36
	
	
	
INF966L01887	181.3955
INF966L01176	165.0399
INF966L01861	63.7089
INF966L01150	58.6632
	
	
	
INF200K01TP4	199.7884
INF200K01TN9	113.2690
INF200K01560	181.0933
INF200K01578	73.9959
	
	
	
INF903J01MJ3	990.3132
INF903J01MH7	57.8071
INF903J01173	920.9636
INF903J01181	53.0085
	
	
	
INF277K01PY2	345.6587
INF277K01PW6	114.0992
INF277K01626	310.7443
INF277K01DS0	85.7694
	
	
	
INF044D01CA9	102.94
INF044D01CB7	91.44
INF044D01815	98.22
INF044D01781	87.55
	
	
	
INF582M01GI3	35.71
INF582M01GK9	35.71
INF582M01GM5	34.07
INF582M01GO1	34.07
	
	
	
INF789F01TY8	124.3432
INF789F01794	109.1174
INF789F01810	230.5904
INF789F01UA6	252.6773
	
	
	
INF03VN01597	12.884
INF03VN01605	12.884
INF03VN01563	12.653
INF03VN01571	12.653
	
	
	
	
	
INF209KB1Y49	15.29
INF209KB1Y56	15.29
INF209KB1Y23	14.71
INF209KB1Y31	14.72
	
	
	
INF846K013E0	12.29
INF846K014E8	12.29
INF846K016E3	11.97
INF846K017E1	11.97
	
	
	
INF194KB1CL0	13.119
INF194KB1CI6	12.731
INF194KB1CM8	13.112
INF194KB1CJ4	12.731
	
	
	
INF761K01FR0	12.69
INF761K01FQ2	12.69
INF761K01FU4	12.63
INF761K01FT6	12.63
	
	
	
INF955L01AG0	222.0665
INF955L01AE5	47.4471
INF955L01674	201.6591
INF955L01658	45.5606
	
	
	
INF760K01KO9	10.3500
INF760K01KQ4	10.3500
INF760K01KR2	10.3300
INF760K01KT8	10.3300
	
	
	
INF179KC1BV9	13.834
INF179KC1BS5	14.186
INF179KC1BW7	13.773
INF179KC1BT3	14.185
	
	
	
INF336L01QN5	12.8081
INF336L01QO3	12.8081
INF336L01QQ8	12.6978
INF336L01QR6	12.6978
	
	
	
INF109K011N7	215.95
INF109K019M2	47.42
INF109K01AN2	195.68
INF109K01EH6	32.84
INF109K014O9	621.13
INF109K012O3	48.10
INF109K01613	564.98
INF109K01FK7	29.39
	
	
	
INF205K01MS2	108.96
INF205K01MQ6	98.63
INF205K01DN2	93.69
INF205K01DO0	84.95
	
	
	
INF00XX01168	18.7830
INF00XX01176	17.9701
INF00XX01135	17.1410
INF00XX01143	16.3734
	
	
	
INF174KA1HT7	13.147
INF174KA1HV3	13.587
INF174KA1HW1	13.587
INF174KA1HS9	13.147
	
	
	
INF767K01RK7	11.9627
INF767K01RL5	11.9627
INF767K01RH3	11.7769
INF767K01RI1	11.7769
	
	
	
INF174V01366	23.4206
INF174V01341	28.8462
INF174V01317	25.5306
INF174V01333	20.2540
	
	
	
INF769K01KK8	10.511
INF769K01KL6	10.511
INF769K01KH4	10.498
INF769K01KI2	10.495
	
	
	
INF204K01XD4	73.7539
INF204K01D55	229.5974
INF204K01XF9	229.5974
INF204K01455	53.3429
INF204K01414	44.8994
INF204K01448	21.9544
INF204K01471	212.3415
INF204K01489	212.3415
	
	
	
INF966L01234	515.3509
INF966L01614	550.5786
INF966L01598	63.7628
INF966L01218	58.9365
	
	
	
INF200KA19E0	12.4009
INF200KA18E2	12.4010
INF200KA15E8	12.1994
INF200KA16E6	12.2008
	
	
	
INF173K01FN7	75.6011
INF173K01957	57.1940
INF173K01FQ0	306.2024
INF173K01940	280.5885
	
	
	
INF277KA1679	11.9751
INF277KA1695	11.9751
-	11.9751
INF277KA1703	11.8530
INF277KA1729	11.8530
-	11.8530
	
	
	
INF582M01IO7	12.09
INF582M01IP4	12.09
INF582M01IS8	11.97
INF582M01IT6	11.97
	
	
	
	
	
INF579M01AI2	13.1289
INF579M01AJ0	13.1289
INF579M01AF8	12.8594
INF579M01AG6	12.8594
	
	
	
INF209K013W3	29.13
INF209K014W1	53.46
INF209K010W9	21.92
INF209K011W7	48.49
INF209KB14D2	12.02
INF209KB15D9	12.02
INF209KB13D4	11.69
INF209KB12D6	11.69
INF209K01VL0	37.3501
INF209K01207	35.7925
INF209K01P64	21.5614
INF209K01199	20.6236
INF209K01VF2	157.28
INF209K01140	142.59
INF209K01P49	53.98
INF209K01132	40.49
INF209KB1U84	14.3
INF209KB1U76	14.3
INF209KB1U50	13.66
INF209KB1U43	13.66
INF209K01WC7	185.61
INF209K01Q63	43.89
INF209K01439	35.3
INF209K01447	165.54
INF209K01WG8	35.93
INF209K01470	23.32
INF209K01WH6	74.73
INF209K01504	68.88
INF209K01Q89	32.3544
INF209K01WS3	32.3353
INF209K01520	30.2977
INF209K01512	15.8733
INF209K01Q97	23.1342
INF209K01WU9	30.2806
INF209K01546	28.8036
INF209K01538	19.8371
INF209KA1YL8	18.16
INF209KA1YK0	24.97
INF209KA1YI4	16.9
INF209KA1YH6	23.1
INF209K01Q06	380.95
INF209K01VT3	1190.72
INF209K01322	1083.91
INF209K01314	187.2
INF209KB1O33	18.18
INF209KB1O25	22.71
INF209KB1O09	16.96
INF209KB1N91	21.2
INF209KB1O90	22.01
INF209KB1O82	23.47
INF209KB1O74	19.48
INF209KB1O66	22.01
INF209KB1T87	16.48
INF209KB1T79	18.53
INF209KB1T53	15.72
INF209KB1T46	17.68
	
	
	
INF846K016N4	12.36
INF846K017N2	12.35
INF846K019N8	12.25
INF846K010O5	12.25
INF846K01W23	17.56
INF846K01W31	14.90
INF846K01W56	16.65
INF846K01W64	14.10
INF846K01Z87	13.23
INF846K01Z95	13.23
INF846K011A2	12.75
INF846K012A0	12.75
INF846K01X71	14.18
INF846K01X89	14.18
INF846K01Y05	13.61
INF846K01Y13	13.61
	
	
	
INF194KB1GB2	10.335
INF194KB1GC0	10.335
INF194KB1GE6	10.311
INF194KB1GF3	10.311
INF194K01BY9	32.658
INF194K01BZ6	27.877
INF194K01X46	37.316
INF194K01X53	33.249
INF194KB1EB7	12.809
INF194KB1EE1	12.620
INF194KB1EC5	12.802
INF194KB1EF8	12.620
	
	
	
INF761K01702	43.82
INF761K01728	43.08
INF761K01694	41.35
INF761K01199	38.46
INF761K01231	24.98
INF761K01215	24.52
	
	
	
INF955L01971	37.8614
INF955L01955	20.8591
INF955L01856	34.6941
INF955L01831	18.7083
INF955L01KK1	11.9841
INF955L01KL9	11.9841
INF955L01KH7	11.6226
INF955L01KI5	11.6226
INF251K01PT7	25.6661
INF251K01PV3	21.4499
INF251K01PQ3	23.8007
INF251K01PS9	19.2714
	
	
	
INF760K01DU1	91.5500
INF760K01DS5	66.3900
INF760K01241	81.4700
INF760K01225	37.1900
INF760K01FO9	111.0600
INF760K01FM3	58.7400
INF760K01274	101.1500
INF760K01258	42.9800
	
	
	
INF740KA1LG1	28.390
INF740KA1LH9	21.228
INF740KA1LD8	26.362
INF740KA1LE6	19.725
INF740K01PU7	226.875
INF740K01PV5	42.878
INF740K01151	212.434
INF740K01136	23.636
INF740K01QA7	71.341
INF740K01QB5	28.919
INF740K01060	65.435
INF740K01045	24.680
INF740KA1NQ6	18.343
INF740KA1NR4	17.437
INF740KA1NN3	17.769
INF740KA1NO1	16.867
	
	
	
INF754K01MM2	21.7236
INF754K01ML4	21.7236
INF754K01MI0	20.7658
INF754K01MH2	20.7669
	
	
	
INF090I01IZ5	26.6531
INF090I01IX0	12.8543
INF090I01AB3	24.7693
INF090I01999	12.0404
INF090I01JF5	103.3605
INF090I01JD0	40.3796
INF090I01AC1	33.9690
INF090I01AE7	91.5967
INF090I01GC8	167.2291
INF090I01GD6	31.5603
INF090I01841	155.1125
INF090I01858	28.6029
INF090I01FE6	403.2200
INF090I01FF3	45.9847
INF090I01759	41.7404
INF090I01742	373.1208
	
	
	
INF179KC1BJ4	13.085
INF179KC1BG0	13.582
INF179KC1BK2	13.085
INF179KC1BH8	13.582
INF179KC1EB5	11.498
INF179KC1DY9	11.632
INF179KC1EC3	11.498
INF179KC1DZ6	11.632
INF179KC1GL9	11.946
INF179KC1GI5	11.99
INF179KC1GM7	11.946
INF179KC1GJ3	11.99
INF179KC1AX7	16.616
INF179KC1AU3	17.638
INF179KC1AY5	13.972
INF179KC1AV1	14.975
INF179K01WQ2	34.6
INF179K01GF8	31.838
INF179K01WP4	23.474
INF179K01GE1	15.964
INF179KC1FF3	11.608
INF179KC1FC0	11.681
INF179KC1FG1	11.608
INF179KC1FD8	11.681
INF179KC1GR6	10.416
INF179KC1GO3	10.44
INF179KC1GS4	10.416
INF179KC1GP0	10.44
INF179KC1HF9	10.095
INF179KC1HI3	10.099
INF179KC1HG7	10.095
INF179KC1HJ1	10.099
INF179KC1GX4	10.42
INF179KC1GU0	10.431
INF179KC1GY2	10.42
INF179KC1GV8	10.431
	
	
	
INF917K01RI2	31.3249
INF917K01RK8	21.2746
