ISIN Div Payout/ ISIN Growth	Net Asset Value
INF204KB15C2	12.9724
INF204KB13C7	12.7570
INF204KB10D1	12.4664
INF204KB18C6	12.3645
INF204KB19C4	12.4664
INF204KB17C8	12.3645
INF204KB14D3	12.9474
INF204KB12D7	12.7315
INF204KB13D5	12.9474
INF204KB11D9	12.7315
INF204KB12A3	13.1026
INF204KB10A7	12.8519
INF204KB11A5	13.1026
INF204KB1Z98	12.8520
INF204KB18B8	14.2866
INF204KB16B2	14.0993
INF204KB17B0	14.2866
INF204KB15B4	14.0993
INF204KB17N5	12.3028
INF204KB16N7	12.2441
INF204KB15N9	12.2441
INF204KC1188	11.0134
INF204KC1154	10.9562
INF204KC1162	10.9562
INF204KC1170	11.0134
INF204KC1477	10.8886
INF204KC1485	10.8886
INF204KC1451	10.8550
INF204KC1469	10.8550
INF204KC1634	10.7893
INF204KC1642	10.7893
INF204KC1618	10.7679
INF204KC1626	10.7679
INF204KC1774	10.2118
INF204KC1790	10.2135
INF204KC1808	10.2135
INF204KC1782	10.2118
INF204KC1931	10.4904
INF204KC1915	10.4721
INF204KC1923	10.4721
-	10.3117
-	10.3117
-	10.3020
-	10.3020
-	10.4273
-	10.4126
-	10.4126
INF204KB1A14	10.0000
INF204KB1A06	18.1935
INF204KB1ZZ9	10.0000
INF204KB1ZY2	17.7190
INF204KB1N50	13.0954
INF204KB1N43	13.0954
INF204KB1N68	13.2076
INF204KB1O18	13.1755
INF204KB1N92	13.0630
INF204KB1O00	13.1755
INF204KB1N84	13.0630
INF204KB1U10	12.7330
INF204KB1U28	12.8378
INF204KB1U02	12.7330
INF204KB1U77	13.2382
INF204KB1U51	12.9764
INF204KB1U69	13.2382
INF204KB1U44	12.9764
INF204KB1V50	10.7749
INF204KB1V35	12.7453
INF204KB1V43	12.8605
INF204KB1V27	12.7453
INF204KB1V84	12.6745
INF204KB1V92	12.7814
INF204KB1V76	12.6745
INF204KB1W42	13.3025
INF204KB1W26	13.0405
INF204KB1W34	13.3025
INF204KB1W18	13.0405
INF204KB1W83	10.6964
INF204KB1W75	12.7093
INF204KB1W59	12.6081
INF204KB1Y24	13.1486
INF204KB1Y08	12.8949
INF204KB1Y16	13.1486
INF204KB1X90	12.8949
INF204KB1O59	13.1128
INF204KB1O34	13.0014
INF204KB1O42	13.1128
INF204KB1O26	13.0014
INF204KB1O91	13.0293
INF204KB1O75	12.7612
INF204KB1O83	13.0293
INF204KB1O67	12.7612
INF204KB1P33	13.0689
INF204KB1P17	10.9407
INF204KB1P25	13.0689
INF204KB1P09	12.9588
INF204KB1Q57	13.0386
INF204KB1Q32	12.9292
INF204KB1Q40	13.0385
INF204KB1Q24	12.9292
INF204KB1S30	12.9432
INF204KB1S14	12.8351
INF204KB1S22	12.9432
INF204KB1S06	12.8351
INF204KB1S63	12.9418
INF204KB1S48	12.8344
INF204KB1T13	13.1698
INF204KB1S97	12.9422
INF204KB1T05	13.1698
INF204KB1S89	12.9422
INF204KB1BW7	10.0000
INF204KB1BV9	12.5200
INF204KB1BU1	10.0000
INF204KB1BT3	12.3235
INF204KB1DG6	10.0000
INF204KB1DF8	12.4486
INF204KB1DE1	10.0000
INF204KB1DD3	12.3484
INF204KB1EE9	10.0000
INF204KB1ED1	13.0663
INF204KB1EC3	10.0000
INF204KB1EB5	12.9186
INF204KB1BB1	13.2895
INF204KB1BC9	10.0000
INF204KB1BA3	10.0000
INF204KB1AZ2	13.0202
INF204KB1FP2	10.0000
INF204KB1FO5	12.6855
INF204KB1FN7	10.0000
INF204KB1FM9	12.4934
INF204KB1HL7	10.5548
INF204KB1HK9	10.5549
INF204KB1HJ1	10.4302
INF204KB1HI3	10.4302
INF204KB1FT4	10.0000
INF204KB1FS6	12.7182
INF204KB1FR8	10.0000
INF204KB1FQ0	12.5536
INF204KB1GB0	10.0000
INF204KB1GA2	13.2009
INF204KB1FZ1	10.0000
INF204KB1FY4	13.0669
INF204KB1GJ3	10.0000
INF204KB1GI5	12.8698
INF204KB1GH7	10.0000
INF204KB1GG9	12.8321
INF204KB1HD4	10.0000
INF204KB1HC6	12.1896
INF204KB1HB8	10.0000
INF204KB1HA0	12.0429
INF204KB1HG7	12.7172
INF204KB1HF9	10.0000
INF204KB1HE2	12.6946
INF204KB1HP8	10.0000
INF204KB1HO1	12.7482
INF204KB1HN3	10.0000
INF204KB1HM5	12.7273
INF204KB1IB6	10.0000
INF204KB1IA8	12.6711
INF204KB1HY0	12.6489
INF204KB1KF3	10.0000
INF204KB1KE6	12.5115
INF204KB1KD8	10.0000
INF204KB1KC0	12.4170
INF204KB1IF7	10.0000
INF204KB1IE0	12.0987
INF204KB1ID2	10.0000
INF204KB1IC4	11.9298
INF204KB1IH3	10.0000
INF204KB1IG5	12.6256
INF204KB1II1	12.6483
INF204KB1IU6	12.6602
INF204KB1IS0	12.6373
INF204KB1IX0	10.0000
INF204KB1IW2	12.0198
INF204KB1IZ5	10.0000
INF204KB1IY8	12.1798
INF204KB1JD0	10.0000
INF204KB1JB4	10.0000
INF204KB1JA6	12.5736
INF204KB1JC2	12.5991
INF204KB1JL3	10.0000
INF204KB1JK5	12.5697
INF204KB1JI9	12.5473
INF204KB1JT6	10.0000
INF204KB1JR0	10.0000
INF204KB1JQ2	12.5330
INF204KB1JS8	12.5558
INF204KB1KB2	10.0000
INF204KB1KA4	11.8237
INF204KB1JZ3	10.0000
INF204KB1JY6	11.6782
INF204KB1NP6	10.0000
INF204KB1NO9	11.8793
INF204KB1NN1	10.0000
INF204KB1NM3	11.7435
INF204KB1QK0	10.0000
INF204KB1QJ2	11.5433
INF204KB1QI4	10.0000
INF204KB1QH6	11.4009
INF204KB1NT8	10.0000
INF204KB1NS0	12.4953
INF204KB1NR2	10.0000
INF204KB1NQ4	12.3201
INF204KB1NV4	10.0000
INF204KB1NX0	10.0000
INF204KB1NW2	12.3104
INF204KB1NU6	12.4918
INF204KB1OB4	10.0000
INF204KB1NZ5	10.0000
INF204KB1NY8	12.2879
INF204KB1OA6	12.4283
INF204KB1PL0	10.0000
INF204KB1PK2	11.7586
INF204KB1PJ4	10.0000
INF204KB1PI6	11.6083
INF204KB1PP1	10.0000
INF204KB1PO4	12.3038
INF204KB1PN6	10.0000
INF204KB1PM8	12.2111
INF204KB1PT3	10.0000
INF204KB1PS5	11.5168
INF204KB1PR7	10.0000
INF204KB1PQ9	11.4426
INF204KB1QG8	10.0000
INF204KB1QF0	12.3264
INF204KB1QE3	10.0000
INF204KB1QD5	12.2859
INF204KB1N35	13.1959
INF204KB1N19	13.0825
INF204KB1N01	13.0824
INF204KB1N27	13.1959
INF204KB1G59	12.8562
INF204KB1G34	12.7556
INF204KB1G42	12.8562
INF204KB1G26	12.7556
INF204KB1L78	13.1885
INF204KB1L52	12.9534
INF204KB1L60	13.1885
INF204KB1L45	12.9534
INF204KB1H74	13.4753
INF204KB1H58	13.3703
INF204KB1H66	13.4753
INF204KB1H41	13.3703
INF204KB1I99	13.5281
INF204KB1I73	13.4061
INF204KB1I81	13.5281
INF204KB1I65	13.4061
INF204KB1J31	13.3206
INF204KB1J15	13.1742
INF204KB1J23	13.3206
INF204KB1J07	13.1742
INF204KB1J64	13.4608
INF204KB1J49	13.3562
INF204KB1K53	13.3926
INF204KB1K38	13.2731
INF204KB1K46	13.3926
INF204KB1K20	13.2731
INF204KB1K95	13.3334
INF204KB1K79	13.2156
INF204KB1K87	13.3334
INF204KB1K61	13.2156
INF204KB1SX9	10.0000
INF204KB1SV3	10.0000
INF204KB1SW1	12.7358
INF204KB1SU5	12.6992
INF204KB1TB3	10.0000
INF204KB1TA5	12.7465
INF204KB1SY7	12.7085
INF204KB1TF4	10.0000
INF204KB1TD9	10.0000
INF204KB1TE7	12.7233
INF204KB1TC1	12.6875
INF204KB1TR9	10.0000
INF204KB1TP3	10.0000
INF204KB1TQ1	12.7242
INF204KB1TO6	12.6864
INF204KB1TV1	10.0000
INF204KB1TT5	10.0000
INF204KB1TU3	12.7310
INF204KB1TS7	12.6919
INF204KB1TZ2	10.0000
INF204KB1TX7	10.0000
INF204KB1TY5	12.1795
INF204KB1TW9	12.0351
INF204KB1RJ0	10.0000
INF204KB1RI2	11.6748
INF204KB1RH4	10.0000
INF204KB1RG6	11.5393
INF204KB1RZ6	10.0000
INF204KB1RX1	10.0000
INF204KB1RY9	12.7068
INF204KB1RW3	12.6676
INF204KB1SC3	12.7272
INF204KB1SA7	12.6888
INF204KB1SL4	10.0000
INF204KB1SJ8	10.0000
INF204KB1SK6	11.9679
INF204KB1SI0	11.7528
INF204KB1UL0	12.8202
INF204KB1UJ4	12.7148
INF204KB1UK2	12.8202
INF204KB1UI6	12.7148
INF204KB1UP1	10.0000
INF204KB1UN6	10.0000
INF204KB1UO4	12.6597
INF204KB1UM8	12.5572
INF204KB1UX5	13.2754
INF204KB1UV9	13.1595
INF204KB1UW7	13.2754
INF204KB1UU1	13.1595
INF204KB1VB9	10.0000
INF204KB1UZ0	10.0000
INF204KB1VA1	12.6645
INF204KB1UY3	12.5581
INF204KB1VJ2	10.0000
INF204KB1VH6	10.0000
INF204KB1VI4	12.6268
INF204KB1VG8	12.5869
INF204KB1VN4	13.4617
INF204KB1VL8	13.3132
INF204KB1VM6	13.4617
INF204KB1VK0	13.3132
INF204KB1XN0	10.0000
INF204KB1VU9	12.5597
INF204KB1XK6	12.4655
INF204KB1WD3	10.0000
INF204KB1WB7	10.0000
INF204KB1WC5	12.5822
INF204KB1WA9	12.5132
INF204KB1XR1	10.0000
INF204KB1XQ3	12.8216
INF204KB1XO8	12.7313
INF204KB1XX9	10.0000
INF204KB1XY7	12.7570
INF204KB1XW1	12.6933
INF204KB1YN8	10.0000
INF204KB1YO6	12.6957
INF204KB1YM0	12.5991
INF204KB1WL6	13.1816
INF204KB1WJ0	13.0496
INF204KB1WK8	13.1816
INF204KB1WI2	13.0496
INF204KB1WN2	13.3970
INF204KB1WO0	13.5570
INF204KB1WM4	13.3970
INF204KB1WX1	10.0000
INF204KB1WV5	10.0000
INF204KB1WW3	12.5809
INF204KB1WU7	12.5000
INF204KB1XB5	13.6889
INF204KB1WZ6	13.5183
INF204KB1XA7	13.6889
INF204KB1WY9	13.5183
INF204KB1XN0	13.5859
INF204KB1XL4	13.4372
INF204KB1XM2	13.5859
INF204KB1XK6	13.4372
INF204KB1A97	10.0000
INF204KB1A89	12.6826
INF204KB1A63	12.5859
INF204KB1E51	13.7640
INF204KB1E36	13.6005
INF204KB1E44	13.7640
INF204KB1E28	13.6005
INF204KB1E93	12.9696
INF204KB1E77	12.9195
INF204KB1E85	12.9696
INF204KB1E69	12.9195
INF204KB1F35	12.8127
INF204KB1F19	12.7114
INF204KB1F27	12.8127
INF204KB1F01	12.7114
INF204KB1G18	12.8853
INF204KB1F92	12.7843
INF204KB1G00	12.8854
INF204KB1F84	12.7843
INF204KB1B39	13.6408
INF204KB1B13	13.4965
INF204KB1B21	13.6408
INF204KB1B05	13.4966
INF204KB1B70	10.0000
INF204KB1B54	10.0000
INF204KB1B62	12.6619
INF204KB1B47	12.5665
INF204KB1C53	10.0000
INF204KB1C38	10.0000
INF204KB1C46	12.7477
INF204KB1C20	12.6499
INF204KB1C95	10.0000
INF204KB1C79	10.0000
INF204KB1C87	12.7055
INF204KB1C61	12.6115
INF204KB1D37	10.0000
INF204KB1D11	10.0000
INF204KB1D29	12.7462
INF204KB1D03	12.6492
INF204KA1H68	14.9686
INF204KA1H50	15.1699
INF204K01RS4	15.0554
INF204K01RR6	15.2557
INF204KA1X68	15.7512
INF204KA1X50	15.9518
INF204K01RW6	14.3814
INF204K01RV8	14.5819
INF204K01RY2	14.3834
INF204K01RX4	14.5839
INF204K01SC6	16.0502
INF204K01SB8	16.0602
INF204K01SE2	15.5512
INF204K01SD4	15.5612
INF204K01M96	13.1471
INF204K01M88	13.5024
INF204K01M70	12.9010
INF204K01M62	13.1028
INF204K01N38	14.4006
INF204K01N20	14.5006
INF204K01N12	13.9369
INF204K01N04	14.0369
INF204K01N79	10.0000
INF204K01N53	10.0000
INF204K01N46	15.7817
INF204K01N61	16.7537
INF204K01O11	13.3852
INF204K01O03	13.5857
INF204K01N95	12.9362
INF204K01N87	13.1367
INF204KA1669	16.8590
INF204KA1677	13.7684
INF204KA1651	13.3200
INF204KA1644	15.9063
INF204KA1701	13.5494
INF204KA1693	13.0206
INF204KA1685	13.1206
INF204KA1750	10.0000
INF204KA1743	13.8573
INF204KA1735	10.0000
INF204KA1727	13.3865
INF204KA1792	10.0000
INF204KA1784	13.4311
INF204KA1776	10.0000
INF204KA1768	12.9807
INF204KA1834	10.0000
INF204KA1826	12.9228
INF204KA1818	10.0000
INF204KA1800	12.4216
INF204KA17W8	10.0000
INF204KA18W6	13.5077
INF204KA19W4	10.0000
INF204KA10X1	12.9895
INF204KA15Z5	10.0000
INF204KA16Z3	13.1108
INF204KA17Z1	10.0000
INF204KA18Z9	12.6755
INF204KB1304	10.0000
INF204KB1296	13.1428
INF204KB1304	10.0000
INF204KB1312	12.7185
INF204KA1HW5	10.0000
INF204KA1HV7	13.5536
INF204KA1HU9	10.0000
INF204KA1HT1	13.0044
INF204KA1IU7	10.0000
INF204KA1IT9	12.5002
INF204KA1IS1	10.0000
INF204KA1IR3	11.9439
INF204KA1IX1	12.6324
INF204KA1IW3	10.0000
INF204KA1IV5	12.1172
INF204KA1KU3	10.0000
INF204KA1KT5	12.0101
INF204KA1KS7	10.0000
INF204KA1KR9	11.4985
INF204KA1MB9	10.0000
INF204KA1MA1	12.4429
INF204KA1LZ0	10.0000
INF204KA1LY3	11.9359
INF204KA1NA9	10.0000
INF204KA1MZ8	13.4266
INF204KA1MY1	10.0000
INF204KA1MX3	12.8670
INF204KA1PM9	10.0000
INF204KA1PL1	12.1888
INF204KA1PK3	10.0000
INF204KA1PJ5	11.6611
INF204KA1RQ6	12.3187
INF204KA1RO1	11.9690
INF204KA1RR4	10.0000
INF204KA1RP8	10.0000
INF204KA1TA6	10.0000
INF204KA1SZ5	11.8692
INF204KA1SY8	10.0000
INF204KA1SX0	11.5666
INF204KA1UI7	10.0000
INF204KA1UH9	11.9531
INF204KA1UG1	10.0000
INF204KA1UF3	11.5547
INF204KA1UO5	12.0261
INF204KA1UR8	10.0000
INF204KA1UQ0	12.4062
INF204KA1UP2	10.0000
INF204KA1VS4	11.3794
INF204KA1VU0	11.7722
INF204KA1VT2	10.0000
INF204KA1WN3	10.0000
INF204KA1WM5	12.1552
INF204KA1WL7	10.0000
INF204KA1WK9	11.7495
INF204KA1ZC9	10.0000
INF204KA1ZD7	12.2224
INF204KA1ZE5	10.0000
INF204KA1ZF2	11.8126
INF204KA1XU6	10.0000
INF204KA1XV4	12.1837
INF204KA1XW2	10.0000
INF204KA1XX0	11.7707
INF204KA1B23	10.0000
INF204KA1B31	11.7793
INF204KA1B49	10.0000
INF204KA1B56	11.3802
INF204KA1G44	11.9999
INF204KA1G36	10.0000
INF204KA1G51	10.0000
INF204KA1G69	11.6425
INF204KA1L70	10.0000
INF204KA1L88	11.8440
INF204KA1L96	10.0000
INF204KA1M04	11.6297
INF204KA11J8	12.315
INF204KA10J0	12.315
INF204KA12J6	11.9048
INF204KA13J4	11.9048
INF204KA18K1	12.3167
INF204KA19K9	12.3167
INF204KA10L6	11.9469
INF204KA11L4	11.9469
INF204KA11O8	12.1021
INF204KA12O6	12.1021
INF204KA13O4	11.7556
INF204KA14O2	11.7556
INF204KB1Z49	10.0000
INF204KB1Z31	10.1951
INF204KB1Z23	10.0000
INF204KB1Z15	10.1898
INF204KA1TS8	10.0000
INF204KA1TR0	12.9924
INF204KA1VJ3	10.0000
INF204KA1VI5	12.8537
INF204K01VM9	10.0000
INF204K01VL1	12.8692
INF204K01VO5	12.8591
INF204K01VN7	15.0562
INF204KA1VX4	10.0000
INF204KA1VW6	12.9970
INF204KA1XF7	10.0000
INF204KA1XE0	12.8506
INF204K01WA2	14.7933
INF204K01VZ1	14.8033
INF204K01WI5	10.0000
INF204K01WH7	12.9275
INF204K016B5	12.8722
INF204K015B7	10.0000
INF204K014B0	12.7733
INF204K010C6	13.8038
INF204K019B9	10.0000
INF204K018B1	13.7083
INF204K015A9	10.0000
INF204K014A2	14.0124
INF204K013A4	10.0000
INF204K012A6	13.9384
INF204KA1032	10.0000
INF204KA1024	13.0824
INF204KA1016	10.0000
INF204K019Z8	12.9473
INF204KA1TP4	14.993
INF204KA1TN9	14.8722
INF204KA1149	13.3252
INF204KA1131	10.0000
INF204KA1123	13.0958
INF204KA1UL1	15.0336
INF204KA1UK3	10.0000
INF204KA1UJ5	14.87
INF204KA1UY4	13.1293
INF204KA1UW8	13.0887
INF204KA1VF1	10.0000
INF204KA1VH7	10.0000
INF204KA1VG9	13.1119
INF204KA1VE4	13.0080
INF204KA1VM7	13.1299
INF204KA1VL9	10.0000
INF204KA1VK1	13.0897
INF204K010X2	10.0000
INF204K019W5	15.7850
INF204K018W7	10.0000
INF204K017W9	15.5551
INF204KA1438	10.0000
INF204KA1420	13.1969
INF204KA1412	10.0000
INF204KA1404	12.9991
INF204KA11E9	10.0000
INF204KA10E1	13.6532
INF204KA19D4	10.0000
INF204KA18D6	13.5557
INF204KA1594	15.1213
INF204KA1586	15.1213
INF204KA1578	14.7971
INF204KA1560	14.7971
INF204KA1636	10
INF204KA1610	10
INF204KA1602	14.1524
INF204KA1628	14.2784
INF204KA1SG5	10.0000
INF204KA1SF7	14.7249
INF204KA1SE0	10.0000
INF204KA1SD2	14.6467
INF204KA1TE8	10.0000
INF204KA1TD0	15.0266
INF204KA1TC2	10.0000
INF204KA1TB4	14.8884
INF204K012Y6	10.0000
INF204K011Y8	12.9811
INF204K010Y0	10.0000
INF204K019X3	12.9048
INF204KA12B3	10.0000
INF204KA11B5	13.2349
INF204KA10B7	10.0000
INF204KA19A0	13.1584
INF204K010Z7	10.0000
INF204K019Y1	13.2700
INF204K018Y3	10.0000
INF204K017Y5	13.1103
INF204K013Z1	13.2741
INF204K012Z3	10.0000
INF204K011Z5	13.2032
INF204KA1TL3	13.2871
INF204KA1TK5	10.0000
INF204KA1TJ7	13.1016
INF204KA19H5	10.0000
INF204KA18H7	13.6162
INF204KA17H9	10.0000
INF204KA16H1	13.5271
INF204KA1GF2	13.1933
INF204KA1GH8	13.1141
INF204KA1GJ4	13.1795
INF204KA1GM8	10.0000
INF204KA1GL0	13.1014
INF204KA1GN6	13.1285
INF204KA1GQ9	10.0000
INF204KA1GP1	13.0362
INF204KA1GR7	12.8223
INF204KA1GT3	12.7842
INF204KA1HA1	10.0000
INF204KA1GZ0	13.0940
INF204KA1HC7	10.0000
INF204KA1HB9	13.0073
INF204KA1HE3	10.0000
INF204KA1HD5	13.0662
INF204KA1HF0	12.9818
INF204KA1E46	13.0639
INF204KA1E20	13.0279
INF204KA1HL8	11.1432
INF204KA1HO2	10.0000
INF204KA1HN4	11.1249
INF204KA1EW2	10.0000
INF204KA1EV4	12.8717
INF204KA1EY8	10.0000
INF204KA1EX0	12.8197
INF204KA1HQ7	12.0258
INF204KA1HP9	15.0849
INF204KA1HS3	11.9505
INF204KA1HR5	14.8256
INF204KA1HY1	10.0000
INF204KA1HX3	13.0344
INF204KA1IA9	10.0000
INF204KA1HZ8	12.9155
INF204KA1IC5	10.0000
INF204KA1IB7	13.0616
INF204KA1IE1	10.0000
INF204KA1ID3	12.9419
INF204KA1II2	10.0000
INF204KA1IH4	13.5564
INF204KA1IG6	10.0000
INF204KA1IF8	13.4278
INF204KA1G10	13.0105
INF204KA1F94	12.9758
INF204KA1IQ5	10.0000
INF204KA1IP7	13.2454
INF204KA1IO0	10.0000
INF204KA1IN2	13.0081
INF204KA1JB5	14.0991
INF204KA1IZ6	14.0241
INF204KA1JG4	10.0000
INF204KA1JF6	14.2798
INF204KA1JE9	10.0000
INF204KA1JD1	14.1195
INF204KA1JK6	10.0000
INF204KA1JJ8	14.2678
INF204KA1JI0	10.0000
INF204KA1JH2	14.1798
INF204KA19G7	10.0000
INF204KA11H2	10.0000
INF204KA10H4	13.5394
INF204KA18G9	13.4468
INF204KA1JS9	10.0000
INF204KA1JR1	14.1942
INF204KA1JQ3	10.0000
INF204KA1JP5	14.0150
INF204KA1JV3	12.9815
INF204KA1JU5	10.0000
INF204KA1JT7	12.9373
INF204KA1KD9	12.9565
INF204KA1KB3	12.9162
INF204KA1KH0	12.9040
INF204KA1KG2	10.0000
INF204KA1KF4	12.8640
INF204KA1KL2	12.9303
INF204KA1KJ6	12.8897
INF204KA1LC9	10.0000
INF204KA1LB1	15.6265
INF204KA1LA3	10.0000
INF204KA1KZ2	15.2705
INF204KA1YP4	10.0000
INF204KA1YO7	12.8731
INF204KA1YM1	12.8138
INF204KA1FM0	10.0000
INF204KA1FL2	13.5368
INF204KA1FO6	10.0000
INF204KA1FN8	13.4506
INF204KA1KA5	11.913
INF204KA1JZ4	14.8328
INF204KA1JY7	11.8741
INF204KA1JX9	14.6521
INF204KA1NM4	10.0000
INF204KA1NL6	14.6448
INF204KA1NK8	11.8004
INF204KA1NJ0	14.394
INF204KA1NX1	12.8672
INF204KA1NW3	10.0000
INF204KA1NV5	12.8213
INF204KA1OC3	10.0000
INF204KA1OB5	12.8374
INF204KA1OA7	10.0000
INF204KA1NZ6	12.7825
INF204KA1KX7	14.0202
INF204KA1KW9	10.0000
INF204KA1KV1	13.9531
INF204KA1QO3	10.0000
INF204KA1QN5	12.8321
INF204KA1QM7	10.0000
INF204KA1QL9	12.7925
INF204KA1QS4	11.7218
INF204KA1QR6	14.148
INF204KA1QQ8	11.6397
INF204KA1QP0	13.9314
INF204KA1QW6	10.0000
INF204KA1QV8	12.8430
INF204KA1QU0	10.0000
INF204KA1QT2	12.8046
INF204KA1LL0	10.0000
INF204KA1LK2	13.1902
INF204KA1LJ4	10.0000
INF204KA1LI6	12.9725
INF204KA1TV2	13.0503
INF204KA1TU4	10.0000
INF204KA1TT6	12.8712
INF204K01WE4	12.7755
INF204K01WD6	14.7569
INF204KA1Z17	12.8236
INF204KA1Z09	10.0000
INF204KA1Y91	12.7977
INF204KA11K6	12.5884
INF204KA10K8	12.5884
INF204KA19J1	12.4765
INF204KA18J3	12.4766
INF204KA17J5	12.6354
INF204KA16J7	12.6354
INF204KA15J9	12.512
INF204KA14J2	12.5119
INF204KA13P1	12.3143
INF204KA14P9	12.2836
INF204KA11P5	12.2836
INF204KA16Q2	12.6627
INF204KA15Q4	12.6627
INF204KA14Q7	12.4821
INF204KA13Q9	12.482
INF204KA10R3	12.2988
INF204KA17Q0	12.2602
INF204KA19Q6	12.2989
INF204KA18Q8	12.2602
INF204KA12S7	10.0000
INF204KA11S9	12.9634
INF204KA19R4	12.8052
INF204KA10T9	10.0000
INF204KA19S2	12.0769
INF204KA18S4	10.0000
INF204KA17S6	11.9741
INF204KA14T1	10.0000
INF204KA13T3	12.9527
INF204KA12T5	10.0000
INF204KA11T7	12.9101
INF204KA17T4	12.9116
INF204KA16T6	10.0000
INF204KA15T8	12.8375
INF204KA15K7	13.0151
INF204KA14K0	13.0151
INF204KA13K2	12.8156
INF204KA12K4	12.8156
INF204KA16M1	12.532
INF204KA15M3	12.4969
INF204KA14M6	12.4969
INF204KA14N4	12.8946
INF204KA15N1	12.6837
INF204KA16N9	12.6837
INF204KA18N5	12.4927
INF204KA19N3	12.4582
INF204KA10O0	12.4582
INF204KA18O3	12.3826
INF204KA19O1	12.3487
INF204KA10P7	12.3487
INF204KA1NQ5	10.0000
INF204KA1NP7	12.9118
INF204KA1NO0	10.0000
INF204KA1NN2	12.8329
INF204KA1OJ8	12.8141
INF204KA1OI0	10.0000
INF204KA1OH2	12.7728
INF204KA1OS9	10.0000
INF204KA1OR1	12.8098
INF204KA1OQ3	10.0000
INF204KA1OP5	12.7691
INF204KA1PE6	10.0000
INF204KA1PD8	12.7991
INF204KA1PC0	10.0000
INF204KA1PB2	12.7605
INF204KA1PQ0	10.0000
INF204KA1PP2	13.2179
INF204KA1PO5	10.0000
INF204KA1PN7	12.9998
INF204KA1QZ9	13.0877
INF204KA1QY2	10.0000
INF204KA1QX4	12.8918
INF204KA1RC6	10.0000
INF204KA1RE2	10.0000
INF204KA1RD4	12.7717
INF204KA1RB8	12.7283
INF204KA1RM5	13.1481
INF204KA1RN3	10.0000
INF204KA1RK9	10.0000
INF204KA1RJ1	12.9773
INF204KA1WZ7	10.0000
INF204KA1WY0	12.8157
INF204KA1WW4	12.7816
INF204KA1YT6	10.0000
INF204KA1YS8	13.2003
INF204KA1YR0	10.0000
INF204KA1YQ2	13.0012
INF204KA1SS0	10.0000
INF204KA1SR2	13.2709
INF204KA1SQ4	10.0000
INF204KA1SP6	13.0896
INF204KA1TH1	13.0113
INF204KA1TG3	10.0000
INF204KA1TF5	12.9710
INF204KA1TZ3	13.0020
INF204KA1TX8	12.9689
INF204KA1UU2	12.9698
INF204KA1UT4	10.0000
INF204KA1US6	12.9309
INF204KA1UV0	10.0000
INF204KA1UU2	12.9193
INF204KA1US6	12.8840
INF204KA1WJ1	10.0000
INF204KA1WI3	12.9023
INF204KA1WH5	10.0000
INF204KA1WG7	12.6912
INF204KA1H35	12.9157
INF204KA1H27	10.0000
INF204KA1H19	12.8800
INF204KA1J66	10.0000
INF204KA1J58	13.2676
INF204KA1J41	10.0000
INF204KA1J33	13.1105
INF204KA1V86	10.0000
INF204KA1V78	13.2326
INF204KA1V60	10.0000
INF204KA1V52	13.0290
INF204KA13A3	12.8040
INF204KA12A5	10.0000
INF204KA11A7	12.7866
INF204KA1ZR7	10.0000
INF204KA1ZQ9	13.0748
INF204KA1ZP1	10.0000
INF204KA1ZO4	12.9427
INF204KA1B15	10.0000
INF204KA1A99	10.0000
INF204KA1A81	12.6210
INF204KA1B07	12.7352
INF204KA1E95	12.8023
INF204KA1E87	10.0000
INF204KA1E79	12.7443
INF204KA10U7	10.0000
INF204KA12U3	10.0000
INF204KA11U5	12.8829
INF204KA19T0	12.8307
INF204KB1114	10.0000
INF204KB1106	12.7301
INF204KB1098	10.0000
INF204KB1080	12.6495
INF204KA19Z7	11.9604
INF204KB1031	10.0000
INF204KB1023	12.1186
INF204KB1015	10.0000
INF204KA14U9	10.0000
INF204KA13U1	12.8290
INF204KA16U4	10.0000
INF204KA15U6	12.8816
INF204KA18V8	10.0000
INF204KA17V0	12.8503
INF204KA16V2	10.0000
INF204KA15V4	12.7923
INF204KA16Y6	10.0000
INF204KA15Y8	12.8041
INF204KA13Y3	12.7534
INF204KA10Z6	10.0000
INF204KA19Y0	12.6560
INF204KA18Y2	10.0000
INF204KA17Y4	12.3234
INF204KA14Z8	12.7241
INF204KA13Z0	12.7571
INF204KA12Z2	12.6266
INF204KA11Z4	12.6574
INF204KB1197	10.0000
INF204KB1189	12.6742
INF204KB1171	10.0000
INF204KB1163	12.5164
INF204KB1270	10.0000
INF204KB1262	12.4432
INF204KB1254	10.0000
INF204KB1247	12.2058
INF204KB1353	10.0000
INF204KB1346	12.6621
INF204KB1338	10.0000
INF204KB1320	12.6254
INF204KB1478	10.0000
INF204KB1460	13.1824
INF204KB1452	10.0000
INF204KB1445	12.9663
INF204KA14V7	10.0000
INF204KA13V9	13.5631
INF204KA12V1	10.0000
INF204KA11V3	13.3375
INF204KA12W9	12.8444
INF204KA11W1	12.7275
INF204KA10W3	12.6868
INF204KA19V6	12.7994
INF204KA16W0	12.7438
INF204KA15W2	12.8305
INF204KA13W7	12.7801
INF204KA13X5	12.8299
INF204KA11X9	12.7787
INF204KA18X4	10.0000
INF204KA17X6	12.6914
INF204KA16X8	10.0000
INF204KA15X0	12.4638
INF204KA12Y5	10.0000
INF204KA11Y7	10.2129
INF204KA10Y9	10.0000
INF204KA19X2	10.2082
INF204KB1635	10.0000
